image_name,x,y
00380_png,3915.759765625,3770.740234375
00380_png,3369.373046875,3994.861328125
00380_png,4189.685546875,3325.427734375
00380_png,3498.279296875,3703.357421875
00380_png,4441.638671875,3290.271484375
00380_png,3716.541015625,3230.212890625
00380_png,3186.267578125,3655.017578125
00380_png,4103.259765625,3592.029296875
00380_png,3672.595703125,3234.607421875
00380_png,4101.794921875,3682.849609375
00380_png,3386.951171875,3107.166015625
00380_png,66.150390625,928.943359375
00380_png,139.392578125,965.564453125
00380_png,266.833984375,873.279296875
00380_png,606.677734375,1128.162109375
00380_png,892.322265625,766.345703125
00380_png,171.619140625,824.939453125
00380_png,231.677734375,1085.681640625
00380_png,114.490234375,1043.201171875
00380_png,920.154296875,616.931640625
00380_png,282.947265625,937.732421875
00380_png,1381.580078125,1289.294921875
00380_png,671.130859375,514.392578125
00380_png,597.888671875,792.712890625
00380_png,964.099609375,419.177734375
00380_png,672.595703125,539.294921875
00380_png,614.001953125,259.509765625
00380_png,899.646484375,741.443359375
00380_png,1447.498046875,1116.443359375
00380_png,1230.701171875,4324.451171875
00380_png,848.376953125,4391.833984375
00380_png,896.716796875,4457.751953125
00380_png,1066.638671875,4305.408203125
00380_png,115.955078125,4396.228515625
00380_png,1094.470703125,4422.595703125
00380_png,1176.501953125,4169.177734375
00380_png,1211.658203125,4166.248046875
00380_png,1142.810546875,4264.392578125
00380_png,1138.416015625,4279.041015625
00380_png,534.900390625,4328.845703125
00380_png,785.388671875,4325.916015625
00380_png,121.814453125,4352.283203125
00380_png,905.6265258789062,7365.466796875
00380_png,722.4966430664062,7330.310546875
00380_png,581.8529663085938,7484.119140625
00380_png,975.9483642578125,7407.947265625
00380_png,526.1814575195312,7308.337890625
00380_png,660.9650268554688,7305.408203125
00380_png,512.99609375,7403.552734375
00380_png,734.2169799804688,7353.748046875
00380_png,911.4866943359375,7321.521484375
00380_png,895.3712768554688,7361.072265625
00380_png,504.20587158203125,7267.322265625
00356_png,3158.435546875,35.388671875
00356_png,4255.603515625,769.275390625
00356_png,4199.939453125,785.388671875
00356_png,4259.998046875,331.287109375
00356_png,4056.384765625,455.798828125
00356_png,3909.900390625,281.482421875
00356_png,3511.462890625,250.720703125
00356_png,3480.701171875,214.099609375
00356_png,4151.599609375,275.623046875
00356_png,3473.376953125,159.900390625
00356_png,4087.146484375,575.916015625
00356_png,3599.353515625,668.201171875
00356_png,3860.095703125,1093.005859375
00356_png,4022.693359375,989.001953125
00356_png,3927.478515625,761.951171875
00356_png,4210.193359375,1419.666015625
00356_png,3042.712890625,26.599609375
00356_png,3114.490234375,55.896484375
00356_png,3291.736328125,553.943359375
00356_png,4032.947265625,1331.775390625
00356_png,4129.626953125,227.283203125
00356_png,3334.216796875,915.759765625
00356_png,4261.462890625,470.447265625
00356_png,4081.287109375,901.111328125
00356_png,4394.763671875,624.255859375
00356_png,3392.810546875,612.537109375
00356_png,3841.052734375,319.568359375
00356_png,4060.779296875,413.318359375
00356_png,4261.462890625,427.966796875
00356_png,3372.302734375,578.845703125
00356_png,3731.189453125,669.666015625
00356_png,3299.060546875,1050.525390625
00356_png,3064.685546875,596.423828125
00356_png,4281.970703125,474.841796875
00356_png,4160.388671875,299.060546875
00356_png,3241.931640625,323.962890625
00356_png,4125.232421875,176.013671875
00356_png,3013.416015625,808.826171875
00356_png,3362.048828125,296.130859375
00356_png,3430.896484375,404.529296875
00356_png,4220.447265625,76.404296875
00356_png,3656.482421875,968.494140625
00356_png,3313.708984375,965.564453125
00356_png,4204.333984375,190.662109375
00356_png,3529.041015625,690.173828125
00356_png,3293.201171875,451.404296875
00356_png,3802.966796875,1037.341796875
00356_png,3313.708984375,39.783203125
00356_png,3638.904296875,920.154296875
00356_png,4437.244140625,259.509765625
00356_png,3265.369140625,553.943359375
00356_png,4122.302734375,820.544921875
00356_png,3738.513671875,1136.951171875
00356_png,3779.529296875,1087.146484375
00356_png,3423.572265625,282.947265625
00356_png,4301.013671875,471.912109375
00356_png,4041.736328125,192.126953125
00356_png,4122.302734375,512.927734375
00356_png,3318.103515625,1071.033203125
00356_png,4429.919921875,425.037109375
00356_png,3794.177734375,1107.654296875
00356_png,4195.544921875,350.330078125
00356_png,3542.224609375,136.462890625
00356_png,4214.587890625,4128.162109375
00356_png,3852.771484375,3420.642578125
00356_png,4008.044921875,3870.349609375
00356_png,3876.208984375,3152.576171875
00356_png,4419.666015625,3901.111328125
00356_png,3690.173828125,3345.935546875
00356_png,3863.025390625,3983.142578125
00356_png,4103.259765625,3592.029296875
00356_png,4000.720703125,3222.888671875
00356_png,3514.392578125,3827.869140625
00356_png,3269.763671875,3344.470703125
00356_png,4205.798828125,3732.654296875
00356_png,3706.287109375,3652.087890625
00356_png,3713.611328125,3687.244140625
00356_png,4046.130859375,4041.736328125
00356_png,3672.595703125,3234.607421875
00356_png,4303.943359375,3309.314453125
00356_png,3285.876953125,3285.876953125
00356_png,3376.697265625,3168.689453125
00356_png,3713.611328125,3338.611328125
00356_png,3811.755859375,3969.958984375
00356_png,4264.392578125,3863.025390625
00356_png,3989.001953125,3553.943359375
00356_png,4006.580078125,3195.056640625
00356_png,3499.744140625,3151.111328125
00356_png,4296.619140625,3514.392578125
00356_png,4183.826171875,3983.142578125
00356_png,4073.962890625,4053.455078125
00356_png,3991.931640625,3542.224609375
00356_png,3685.779296875,3379.626953125
00356_png,4400.623046875,3879.138671875
00356_png,3570.056640625,3788.318359375
00356_png,4185.291015625,3710.681640625
00356_png,4322.986328125,3732.654296875
00356_png,4426.990234375,3200.916015625
00356_png,4309.802734375,3189.197265625
00356_png,3511.462890625,3841.052734375
00356_png,3666.736328125,3493.884765625
00356_png,4380.115234375,3990.466796875
00356_png,4320.056640625,3148.181640625
00356_png,4101.794921875,3682.849609375
00356_png,3867.419921875,3754.626953125
00356_png,4236.560546875,3364.978515625
00356_png,4406.482421875,3994.861328125
00356_png,3945.056640625,3660.876953125
00356_png,3124.744140625,3546.619140625
00356_png,4306.873046875,4078.357421875
00356_png,4002.185546875,3899.646484375
00356_png,3824.939453125,3772.205078125
00356_png,3861.560546875,3729.724609375
00356_png,3846.912109375,3779.529296875
00356_png,3703.357421875,3432.361328125
00356_png,4396.228515625,3775.134765625
00356_png,3044.177734375,3400.134765625
00356_png,4238.025390625,4314.197265625
00356_png,4333.240234375,3165.759765625
00356_png,3934.92724609375,6076.404296875
00356_png,3403.1181640625,6468.982421875
00356_png,3886.5810546875,6871.814453125
00356_png,3581.85302734375,6775.134765625
00356_png,3965.693115234375,7391.833984375
00356_png,3463.184814453125,6498.279296875
00356_png,3731.286865234375,7257.068359375
00356_png,4037.47998046875,6124.744140625
00356_png,3193.61767578125,7422.595703125
00356_png,3527.646484375,6196.521484375
00356_png,3151.1314697265625,6256.580078125
00356_png,3871.9306640625,6855.701171875
00356_png,3647.77978515625,7214.587890625
00356_png,3575.99267578125,6149.646484375
00356_png,4192.774169921875,6419.177734375
00356_png,3376.74755859375,6211.169921875
00356_png,4084.361328125,6603.748046875
00356_png,3804.538818359375,7460.681640625
00356_png,3617.013916015625,6236.072265625
00356_png,3530.57666015625,6921.619140625
00356_png,3017.81298828125,6195.056640625
00356_png,4164.9384765625,7192.615234375
00356_png,156.970703125,861.560546875
00356_png,113.025390625,870.349609375
00356_png,266.833984375,873.279296875
00356_png,72.009765625,959.705078125
00356_png,234.607421875,843.982421875
00356_png,337.146484375,887.927734375
00356_png,197.986328125,835.193359375
00356_png,178.943359375,823.474609375
00356_png,146.716796875,852.771484375
00356_png,95.447265625,836.658203125
00356_png,142.322265625,892.322265625
00356_png,222.888671875,830.798828125
00356_png,142.322265625,1069.568359375
00356_png,199.451171875,902.576171875
00356_png,382.556640625,868.884765625
00356_png,614.001953125,259.509765625
00356_png,272.693359375,902.576171875
00356_png,171.619140625,824.939453125
00356_png,64.685546875,1158.923828125
00356_png,385.486328125,4141.345703125
00356_png,986.072265625,4188.220703125
00356_png,498.279296875,4365.466796875
00356_png,1003.650390625,4148.669921875
00356_png,405.994140625,4018.298828125
00356_png,214.099609375,3605.212890625
00356_png,653.552734375,4076.892578125
00356_png,936.267578125,4224.841796875
00356_png,394.275390625,3983.142578125
00356_png,565.662109375,3716.541015625
00356_png,233.142578125,3568.591796875
00356_png,769.275390625,3763.416015625
00356_png,515.857421875,3767.810546875
00356_png,1451.892578125,4446.033203125
00356_png,920.154296875,4374.255859375
00356_png,514.392578125,4059.314453125
00356_png,38.32352828979492,7416.736328125
00356_png,158.4567108154297,7286.365234375
00356_png,419.2336120605469,7226.306640625
00356_png,164.31686401367188,7397.693359375
00356_png,110.11043548583984,7312.732421875
00356_png,214.12818908691406,7189.685546875
00356_png,432.4189758300781,7261.462890625
00356_png,214.12818908691406,7229.236328125
00356_png,47.11376190185547,7334.705078125
00356_png,499.8107604980469,7259.998046875
00356_png,261.0094299316406,7208.728515625
00356_png,117.43562316894531,7320.056640625
00356_png,118.90066528320312,7274.646484375
00356_png,42.71864700317383,7472.400390625
00356_png,124.76081848144531,7328.845703125
00356_png,7097.546875,6507.068359375
00356_png,6161.38671875,6909.900390625
00356_png,7194.2392578125,6795.642578125
00356_png,7144.427734375,6512.927734375
00356_png,7182.5185546875,6567.126953125
00356_png,7288.001953125,6682.849609375
00356_png,7255.7705078125,6624.255859375
00356_png,7050.66552734375,6608.142578125
00356_png,7011.109375,6340.076171875
00356_png,7134.1728515625,6682.849609375
00356_png,7273.3515625,6678.455078125
00356_png,7077.0361328125,6274.158203125
00356_png,6555.482177734375,6548.083984375
00356_png,7245.515625,6716.541015625
00356_png,7175.19384765625,6732.654296875
00356_png,7195.7041015625,6463.123046875
00356_png,7154.68310546875,6568.591796875
00356_png,6445.604248046875,6445.544921875
00356_png,7082.896240234375,6504.138671875
00356_png,6983.2734375,6364.978515625
00356_png,7186.9140625,6679.919921875
00356_png,6496.880615234375,7147.205078125
00356_png,7181.0537109375,6637.439453125
00356_png,7226.4697265625,6521.716796875
00356_png,6854.35009765625,6548.083984375
00356_png,6693.19580078125,6162.830078125
00356_png,7188.37890625,6615.466796875
00356_png,6366.4921875,6348.865234375
00356_png,7191.30908203125,6666.736328125
00356_png,7299.7216796875,6597.888671875
00356_png,6378.21240234375,6325.427734375
00356_png,7299.7216796875,6176.013671875
00356_png,7261.630859375,6537.830078125
00356_png,7257.23583984375,6704.822265625
00356_png,7100.4765625,6570.056640625
00356_png,7241.1201171875,6622.791015625
00356_png,7182.5185546875,6546.619140625
00356_png,6549.6220703125,6212.634765625
00356_png,7223.5400390625,6802.966796875
00356_png,7062.3857421875,6524.646484375
00356_png,7219.14453125,6687.244140625
00356_png,7201.564453125,6643.298828125
00356_png,7270.4208984375,6526.111328125
00356_png,7282.1416015625,6739.978515625
00356_png,6244.89404296875,6983.142578125
00356_png,7270.4208984375,6816.150390625
00356_png,6803.07373046875,6524.646484375
00356_png,6958.367919921875,6337.146484375
00356_png,7154.68310546875,6666.736328125
00356_png,7225.0048828125,6593.494140625
00356_png,7116.59228515625,6511.462890625
00356_png,7104.8720703125,6684.314453125
00356_png,6491.0205078125,6258.044921875
00356_png,6362.09716796875,6288.806640625
00356_png,6186.29248046875,7035.876953125
00356_png,7172.263671875,6606.677734375
00356_png,7203.029296875,6558.337890625
00356_png,7198.63427734375,6701.892578125
00356_png,7277.74609375,6761.951171875
00356_png,6882.18603515625,6915.759765625
00356_png,6795.74853515625,6543.689453125
00356_png,6397.258056640625,6316.638671875
00356_png,7046.270263671875,6310.779296875
00356_png,7201.564453125,6684.314453125
00356_png,7288.001953125,6703.357421875
00356_png,7189.84375,6537.830078125
00356_png,6476.3701171875,6474.841796875
00356_png,7254.3056640625,6682.849609375
00356_png,6775.238037109375,6501.208984375
00356_png,3158.435546875,35.388671875
00356_png,4255.603515625,769.275390625
00356_png,4199.939453125,785.388671875
00356_png,4259.998046875,331.287109375
00356_png,4056.384765625,455.798828125
00356_png,3909.900390625,281.482421875
00356_png,3511.462890625,250.720703125
00356_png,3480.701171875,214.099609375
00356_png,4151.599609375,275.623046875
00356_png,3473.376953125,159.900390625
00356_png,4087.146484375,575.916015625
00356_png,3599.353515625,668.201171875
00356_png,3860.095703125,1093.005859375
00356_png,4022.693359375,989.001953125
00356_png,3927.478515625,761.951171875
00356_png,4210.193359375,1419.666015625
00356_png,3042.712890625,26.599609375
00356_png,3114.490234375,55.896484375
00356_png,3291.736328125,553.943359375
00356_png,4032.947265625,1331.775390625
00356_png,4129.626953125,227.283203125
00356_png,3334.216796875,915.759765625
00356_png,4261.462890625,470.447265625
00356_png,4081.287109375,901.111328125
00356_png,4394.763671875,624.255859375
00356_png,3392.810546875,612.537109375
00356_png,3841.052734375,319.568359375
00356_png,4060.779296875,413.318359375
00356_png,4261.462890625,427.966796875
00356_png,3372.302734375,578.845703125
00356_png,3731.189453125,669.666015625
00356_png,3299.060546875,1050.525390625
00356_png,3064.685546875,596.423828125
00356_png,4281.970703125,474.841796875
00356_png,4160.388671875,299.060546875
00356_png,3241.931640625,323.962890625
00356_png,4125.232421875,176.013671875
00356_png,3013.416015625,808.826171875
00356_png,3362.048828125,296.130859375
00356_png,3430.896484375,404.529296875
00356_png,4220.447265625,76.404296875
00356_png,3656.482421875,968.494140625
00356_png,3313.708984375,965.564453125
00356_png,4204.333984375,190.662109375
00356_png,3529.041015625,690.173828125
00356_png,3293.201171875,451.404296875
00356_png,3802.966796875,1037.341796875
00356_png,3313.708984375,39.783203125
00356_png,3638.904296875,920.154296875
00356_png,4437.244140625,259.509765625
00356_png,3265.369140625,553.943359375
00356_png,4122.302734375,820.544921875
00356_png,3738.513671875,1136.951171875
00356_png,3779.529296875,1087.146484375
00356_png,3423.572265625,282.947265625
00356_png,4301.013671875,471.912109375
00356_png,4041.736328125,192.126953125
00356_png,4122.302734375,512.927734375
00356_png,3318.103515625,1071.033203125
00356_png,4429.919921875,425.037109375
00356_png,3794.177734375,1107.654296875
00356_png,4195.544921875,350.330078125
00356_png,3542.224609375,136.462890625
00356_png,7271.716796875,3253.650390625
00356_png,6132.068359375,3647.693359375
00356_png,6379.626953125,3420.642578125
00356_png,6543.689453125,3367.908203125
00356_png,6921.619140625,3200.916015625
00356_png,6534.900390625,3445.544921875
00356_png,6347.400390625,3137.927734375
00356_png,6553.943359375,4106.189453125
00356_png,6511.462890625,3304.919921875
00356_png,7283.435546875,3876.208984375
00356_png,6696.033203125,4151.599609375
00356_png,6586.169921875,3666.736328125
00356_png,6130.603515625,3660.876953125
00356_png,6518.787109375,3384.021484375
00356_png,6517.322265625,3640.369140625
00356_png,6464.587890625,3148.181640625
00356_png,6545.154296875,3447.009765625
00356_png,6253.650390625,3618.396484375
00356_png,6587.634765625,4296.619140625
00356_png,6801.501953125,3167.224609375
00356_png,6534.900390625,3696.033203125
00356_png,6603.748046875,3848.376953125
00356_png,6854.236328125,3611.072265625
00356_png,6584.705078125,3212.634765625
00356_png,6704.822265625,3647.693359375
00356_png,6404.529296875,3091.052734375
00356_png,6379.626953125,3441.150390625
00356_png,6436.755859375,3348.865234375
00356_png,6441.150390625,3719.470703125
00356_png,6247.791015625,3603.748046875
00356_png,7016.833984375,3655.017578125
00356_png,6137.927734375,3583.240234375
00356_png,6855.701171875,3584.705078125
00356_png,6707.751953125,3218.494140625
00356_png,6596.423828125,3684.314453125
00356_png,6587.634765625,3883.533203125
00356_png,6479.236328125,3111.560546875
00356_png,6463.123046875,3334.216796875
00356_png,7144.275390625,3785.388671875
00356_png,7419.666015625,3379.626953125
00356_png,6572.986328125,3400.134765625
00356_png,6354.724609375,3164.294921875
00356_png,6470.447265625,3309.314453125
00356_png,6562.732421875,3556.873046875
00356_png,7046.130859375,4062.244140625
00356_png,7050.525390625,3735.583984375
00356_png,6904.041015625,3360.583984375
00356_png,6531.970703125,3635.974609375
00356_png,6466.052734375,3829.333984375
00356_png,6435.291015625,3055.896484375
00356_png,6616.931640625,3480.701171875
00356_png,6488.025390625,3070.544921875
00356_png,6473.376953125,3290.271484375
00356_png,6411.853515625,3205.310546875
00356_png,6221.423828125,3577.380859375
00356_png,6909.900390625,3572.986328125
00356_png,6490.955078125,3284.412109375
00356_png,7413.806640625,3485.095703125
00356_png,4214.587890625,4128.162109375
00356_png,3852.771484375,3420.642578125
00356_png,4008.044921875,3870.349609375
00356_png,3876.208984375,3152.576171875
00356_png,4419.666015625,3901.111328125
00356_png,3690.173828125,3345.935546875
00356_png,3863.025390625,3983.142578125
00356_png,4103.259765625,3592.029296875
00356_png,4000.720703125,3222.888671875
00356_png,3514.392578125,3827.869140625
00356_png,3269.763671875,3344.470703125
00356_png,4205.798828125,3732.654296875
00356_png,3706.287109375,3652.087890625
00356_png,3713.611328125,3687.244140625
00356_png,4046.130859375,4041.736328125
00356_png,3672.595703125,3234.607421875
00356_png,4303.943359375,3309.314453125
00356_png,3285.876953125,3285.876953125
00356_png,3376.697265625,3168.689453125
00356_png,3713.611328125,3338.611328125
00356_png,3811.755859375,3969.958984375
00356_png,4264.392578125,3863.025390625
00356_png,3989.001953125,3553.943359375
00356_png,4006.580078125,3195.056640625
00356_png,3499.744140625,3151.111328125
00356_png,4296.619140625,3514.392578125
00356_png,4183.826171875,3983.142578125
00356_png,4073.962890625,4053.455078125
00356_png,3991.931640625,3542.224609375
00356_png,3685.779296875,3379.626953125
00356_png,4400.623046875,3879.138671875
00356_png,3570.056640625,3788.318359375
00356_png,4185.291015625,3710.681640625
00356_png,4322.986328125,3732.654296875
00356_png,4426.990234375,3200.916015625
00356_png,4309.802734375,3189.197265625
00356_png,3511.462890625,3841.052734375
00356_png,3666.736328125,3493.884765625
00356_png,4380.115234375,3990.466796875
00356_png,4320.056640625,3148.181640625
00356_png,4101.794921875,3682.849609375
00356_png,3867.419921875,3754.626953125
00356_png,4236.560546875,3364.978515625
00356_png,4406.482421875,3994.861328125
00356_png,3945.056640625,3660.876953125
00356_png,3124.744140625,3546.619140625
00356_png,4306.873046875,4078.357421875
00356_png,4002.185546875,3899.646484375
00356_png,3824.939453125,3772.205078125
00356_png,3861.560546875,3729.724609375
00356_png,3846.912109375,3779.529296875
00356_png,3703.357421875,3432.361328125
00356_png,4396.228515625,3775.134765625
00356_png,3044.177734375,3400.134765625
00356_png,4238.025390625,4314.197265625
00356_png,4333.240234375,3165.759765625
00356_png,6993.396484375,174.548828125
00356_png,6069.080078125,98.376953125
00356_png,6883.533203125,378.162109375
00356_png,6121.814453125,618.396484375
00356_png,6490.955078125,638.904296875
00356_png,6981.677734375,184.802734375
00356_png,6965.564453125,111.560546875
00356_png,6564.197265625,644.763671875
00356_png,6252.185546875,533.435546875
00356_png,7443.103515625,61.755859375
00356_png,6761.951171875,676.990234375
00356_png,6599.353515625,23.669921875
00356_png,6488.025390625,737.048828125
00356_png,7076.892578125,417.712890625
00356_png,6180.408203125,246.326171875
00356_png,6902.576171875,543.689453125
00356_png,6927.478515625,321.033203125
00356_png,6816.150390625,260.974609375
00356_png,6303.455078125,671.130859375
00356_png,6426.501953125,594.958984375
00356_png,7239.490234375,72.009765625
00356_png,6997.791015625,155.505859375
00356_png,6679.919921875,231.677734375
00356_png,7106.189453125,586.169921875
00356_png,6819.080078125,671.130859375
00356_png,6249.255859375,304.919921875
00356_png,6297.595703125,543.689453125
00356_png,6256.580078125,52.966796875
00356_png,6118.884765625,285.876953125
00356_png,6937.732421875,335.681640625
00356_png,6233.142578125,615.466796875
00356_png,6876.208984375,592.029296875
00356_png,6107.166015625,249.255859375
00356_png,6939.197265625,149.646484375
00356_png,6463.123046875,764.880859375
00356_png,6574.451171875,926.013671875
00356_png,6624.255859375,323.962890625
00356_png,6455.798828125,527.576171875
00356_png,6989.001953125,417.712890625
00356_png,6489.490234375,577.380859375
00356_png,6142.322265625,322.498046875
00356_png,6964.099609375,63.220703125
00356_png,6427.966796875,612.537109375
00356_png,6200.916015625,22.205078125
00356_png,6817.615234375,382.556640625
